date,humi
2013-10-02 01:17:49+02:00,62.758492
2013-10-02 01:19:01+02:00,62.557137
2013-10-02 01:20:14+02:00,62.14703
2013-10-02 01:21:27+02:00,62.112598
2013-10-02 01:22:39+02:00,62.525887
2013-10-02 01:23:52+02:00,63.059174
2013-10-02 01:25:04+02:00,62.824017
2013-10-02 01:26:17+02:00,62.14238
2013-10-02 01:27:29+02:00,61.69323
2013-10-02 01:28:42+02:00,61.839523
2013-10-02 01:29:54+02:00,62.436775
2013-10-02 01:31:07+02:00,62.965736
2013-10-02 01:32:20+02:00,63.056023
2013-10-02 01:33:32+02:00,62.611801
2013-10-02 01:34:45+02:00,62.054535
2013-10-02 01:35:57+02:00,61.98872
2013-10-02 01:37:10+02:00,62.466492
2013-10-02 01:38:22+02:00,62.841076
2013-10-02 01:39:35+02:00,62.824017
2013-10-02 01:40:47+02:00,62.407063
2013-10-02 01:42:00+02:00,62.521202
2013-10-02 01:43:12+02:00,62.788116
2013-10-02 01:44:25+02:00,62.433659
2013-10-02 01:45:38+02:00,62.227043
2013-10-02 01:46:50+02:00,62.491505
2013-10-02 01:48:03+02:00,62.933002
2013-10-02 01:49:15+02:00,62.79282
2013-10-02 01:50:28+02:00,62.314754
2013-10-02 01:51:40+02:00,62.518082
2013-10-02 01:52:53+02:00,62.898701
2013-10-02 01:54:05+02:00,62.778706
2013-10-02 01:55:18+02:00,62.311642
2013-10-02 01:56:31+02:00,62.369556
2013-10-02 01:57:43+02:00,62.661739
2013-10-02 01:58:56+02:00,62.873821
2013-10-02 02:00:09+02:00,62.491505
2013-10-02 02:01:21+02:00,62.167515
2013-10-02 02:02:34+02:00,62.042152
2013-10-02 02:03:46+02:00,62.425865
2013-10-02 02:04:59+02:00,62.864399
2013-10-02 02:06:11+02:00,62.816174
2013-10-02 02:07:24+02:00,62.281898
2013-10-02 02:08:36+02:00,61.864742
2013-10-02 02:09:49+02:00,62.134628
2013-10-02 02:11:01+02:00,62.422749
2013-10-02 02:12:14+02:00,62.816174
2013-10-02 02:13:27+02:00,62.578999
2013-10-02 02:14:40+02:00,62.042152
2013-10-02 02:15:52+02:00,62.1064
2013-10-02 02:17:05+02:00,62.277233
2013-10-02 02:18:17+02:00,62.722588
2013-10-02 02:19:30+02:00,62.578999
2013-10-02 02:20:42+02:00,61.982533
2013-10-02 02:21:56+02:00,61.62574
2013-10-02 02:23:08+02:00,61.803497
2013-10-02 02:24:21+02:00,62.335155
2013-10-02 02:25:33+02:00,62.516521
2013-10-02 02:26:46+02:00,62.220833
2013-10-02 02:27:58+02:00,62.131527
2013-10-02 02:29:11+02:00,62.454018
2013-10-02 02:30:24+02:00,62.364887
2013-10-02 02:31:36+02:00,61.954254
2013-10-02 02:32:49+02:00,62.0704
2013-10-02 02:34:01+02:00,62.418076
2013-10-02 02:35:14+02:00,62.338268
2013-10-02 02:36:26+02:00,61.985626
2013-10-02 02:37:39+02:00,62.0704
2013-10-02 02:38:52+02:00,62.428982
2013-10-02 02:40:04+02:00,62.255257
2013-10-02 02:41:17+02:00,62.043701
2013-10-02 02:42:29+02:00,62.225494
2013-10-02 02:43:42+02:00,62.635208
2013-10-02 02:44:54+02:00,62.524326
2013-10-02 02:46:07+02:00,62.020084
2013-10-02 02:47:19+02:00,61.537525
2013-10-02 02:48:32+02:00,61.743763
2013-10-02 02:49:45+02:00,62.252151
2013-10-02 02:50:57+02:00,62.6399
2013-10-02 02:52:10+02:00,62.34449
2013-10-02 02:53:22+02:00,62.1064
2013-10-02 02:54:35+02:00,62.374229
2013-10-02 02:55:48+02:00,62.494625
2013-10-02 02:57:00+02:00,62.107948
2013-10-02 02:58:13+02:00,61.98872
2013-10-02 02:59:25+02:00,62.281898
2013-10-02 03:00:38+02:00,62.521202
2013-10-02 03:01:51+02:00,62.28656
2013-10-02 03:03:03+02:00,62.076595
2013-10-02 03:04:16+02:00,62.375786
2013-10-02 03:05:28+02:00,62.583687
2013-10-02 03:06:41+02:00,62.28656
2013-10-02 03:07:53+02:00,62.075047
2013-10-02 03:09:06+02:00,62.280342
2013-10-02 03:10:18+02:00,62.432098
2013-10-02 03:11:31+02:00,62.111046
2013-10-02 03:12:44+02:00,62.049892
2013-10-02 03:13:56+02:00,62.250599
2013-10-02 03:15:09+02:00,62.580563
2013-10-02 03:16:21+02:00,62.346046
2013-10-02 03:17:34+02:00,62.167515
2013-10-02 03:18:47+02:00,62.27879
2013-10-02 03:19:59+02:00,62.397717
2013-10-02 03:21:12+02:00,62.139278
2013-10-02 03:22:24+02:00,62.020084
2013-10-02 03:23:37+02:00,62.252151
2013-10-02 03:24:49+02:00,62.6399
2013-10-02 03:26:02+02:00,62.433659
2013-10-02 03:27:15+02:00,62.133076
2013-10-02 03:28:27+02:00,62.432098
2013-10-02 03:29:40+02:00,62.400833
2013-10-02 03:30:52+02:00,62.045246
2013-10-02 03:32:05+02:00,62.197285
2013-10-02 03:33:17+02:00,62.552452
2013-10-02 03:34:30+02:00,62.575874
2013-10-02 03:35:43+02:00,62.227043
2013-10-02 03:36:55+02:00,62.222385
2013-10-02 03:38:08+02:00,62.430542
2013-10-02 03:39:20+02:00,62.317863
2013-10-02 03:40:33+02:00,62.046795
2013-10-02 03:41:45+02:00,62.192627
2013-10-02 03:42:58+02:00,62.550892
2013-10-02 03:44:10+02:00,62.408619
2013-10-02 03:45:23+02:00,61.753002
2013-10-02 03:46:36+02:00,61.631886
2013-10-02 03:47:48+02:00,61.893047
2013-10-02 03:49:01+02:00,62.399277
2013-10-02 03:50:13+02:00,62.578999
2013-10-02 03:51:26+02:00,62.403946
2013-10-02 03:52:38+02:00,61.932144
2013-10-02 03:53:51+02:00,61.782875
2013-10-02 03:55:03+02:00,62.107948
2013-10-02 03:56:16+02:00,62.547768
2013-10-02 03:57:29+02:00,62.702339
2013-10-02 03:58:41+02:00,62.317863
2013-10-02 03:59:54+02:00,62.405506
2013-10-02 04:01:06+02:00,62.256813
2013-10-02 04:02:19+02:00,62.281898
2013-10-02 04:03:31+02:00,62.666435
2013-10-02 04:04:44+02:00,62.493065
2013-10-02 04:05:56+02:00,62.079693
2013-10-02 04:07:09+02:00,61.691689
2013-10-02 04:08:22+02:00,61.930599
2013-10-02 04:09:34+02:00,62.34449
2013-10-02 04:10:47+02:00,62.6399
2013-10-02 04:11:59+02:00,62.403946
2013-10-02 04:13:12+02:00,61.993359
2013-10-02 04:14:24+02:00,61.872459
2013-10-02 04:15:37+02:00,62.046795
2013-10-02 04:16:49+02:00,62.552452
2013-10-02 04:18:02+02:00,62.728855
2013-10-02 04:19:15+02:00,62.281898
2013-10-02 04:20:27+02:00,61.841064
2013-10-02 04:21:40+02:00,61.98872
2013-10-02 04:22:52+02:00,62.432098
2013-10-02 04:24:05+02:00,62.700771
2013-10-02 04:25:17+02:00,62.588375
2013-10-02 04:26:30+02:00,62.052986
2013-10-02 04:27:42+02:00,61.809666
2013-10-02 04:28:55+02:00,62.1064
2013-10-02 04:30:08+02:00,62.574314
2013-10-02 04:31:20+02:00,62.605549
2013-10-02 04:32:33+02:00,62.231705
2013-10-02 04:33:45+02:00,61.754543
2013-10-02 04:34:58+02:00,61.900764
2013-10-02 04:36:10+02:00,62.405506
2013-10-02 04:37:23+02:00,62.613365
2013-10-02 04:38:35+02:00,62.410179
2013-10-02 04:39:48+02:00,61.812748
2013-10-02 04:41:01+02:00,61.691689
2013-10-02 04:42:13+02:00,61.98872
2013-10-02 04:43:26+02:00,62.428982
2013-10-02 04:44:38+02:00,62.6399
2013-10-02 04:45:51+02:00,62.349159
2013-10-02 04:47:03+02:00,62.403946
2013-10-02 04:48:16+02:00,62.675823
2013-10-02 04:49:28+02:00,62.380455
2013-10-02 04:50:41+02:00,62.052986
2013-10-02 04:51:54+02:00,62.346046
2013-10-02 04:53:06+02:00,62.764763
2013-10-02 04:54:19+02:00,62.557137
2013-10-02 04:55:31+02:00,62.227043
2013-10-02 04:56:44+02:00,62.524326
2013-10-02 04:57:56+02:00,62.667999
2013-10-02 04:59:09+02:00,62.378899
2013-10-02 05:00:21+02:00,62.227043
2013-10-02 05:01:34+02:00,62.557137
2013-10-02 05:02:47+02:00,62.903412
2013-10-02 05:03:59+02:00,62.766331
2013-10-02 05:05:12+02:00,62.288116
2013-10-02 05:06:24+02:00,62.432098
2013-10-02 05:07:37+02:00,62.848923
2013-10-02 05:08:49+02:00,62.904984
2013-10-02 05:10:02+02:00,62.468052
2013-10-02 05:11:14+02:00,62.497746
2013-10-02 05:12:27+02:00,62.761627
2013-10-02 05:13:39+02:00,62.91127
2013-10-02 05:14:52+02:00,62.529007
2013-10-02 05:16:05+02:00,62.288116
2013-10-02 05:17:17+02:00,62.671131
2013-10-02 05:18:30+02:00,62.96888
2013-10-02 05:19:42+02:00,62.708599
2013-10-02 05:20:55+02:00,62.408619
2013-10-02 05:22:07+02:00,62.678955
2013-10-02 05:23:20+02:00,62.937717
2013-10-02 05:24:33+02:00,62.880104
2013-10-02 05:25:45+02:00,62.407063
2013-10-02 05:26:58+02:00,62.439892
2013-10-02 05:28:11+02:00,62.763195
2013-10-02 05:29:24+02:00,62.883244
2013-10-02 05:30:36+02:00,62.441452
2013-10-02 05:31:49+02:00,62.408619
2013-10-02 05:33:01+02:00,62.735119
2013-10-02 05:34:14+02:00,62.850494
2013-10-02 05:35:26+02:00,62.619617
2013-10-02 05:36:39+02:00,62.469612
2013-10-02 05:37:52+02:00,62.674259
2013-10-02 05:39:04+02:00,62.761627
2013-10-02 05:40:17+02:00,62.411736
2013-10-02 05:41:29+02:00,62.258366
2013-10-02 05:42:42+02:00,62.646156
2013-10-02 05:43:54+02:00,62.85363
2013-10-02 05:45:07+02:00,62.469612
2013-10-02 05:46:20+02:00,62.291225
2013-10-02 05:47:32+02:00,62.555576
2013-10-02 05:48:45+02:00,62.825588
2013-10-02 05:49:57+02:00,62.533691
2013-10-02 05:51:10+02:00,62.322529
2013-10-02 05:52:22+02:00,62.558701
2013-10-02 05:53:35+02:00,62.96888
2013-10-02 05:54:47+02:00,62.858341
2013-10-02 05:56:00+02:00,62.410179
2013-10-02 05:57:13+02:00,62.436775
2013-10-02 05:58:25+02:00,62.852062
2013-10-02 05:59:38+02:00,62.77103
2013-10-02 06:00:50+02:00,62.261471
2013-10-02 06:02:03+02:00,62.375786
2013-10-02 06:03:15+02:00,62.788116
2013-10-02 06:04:28+02:00,62.814606
2013-10-02 06:05:40+02:00,62.377342
2013-10-02 06:06:53+02:00,62.463375
2013-10-02 06:08:06+02:00,62.814606
2013-10-02 06:09:18+02:00,62.728855
2013-10-02 06:10:31+02:00,62.380455
2013-10-02 06:11:43+02:00,62.525887
2013-10-02 06:12:56+02:00,62.904984
2013-10-02 06:14:08+02:00,62.696075
2013-10-02 06:15:21+02:00,62.438332
2013-10-02 06:16:33+02:00,62.466492
2013-10-02 06:17:46+02:00,62.819313
2013-10-02 06:18:59+02:00,62.878532
2013-10-02 06:20:11+02:00,62.436775
2013-10-02 06:21:24+02:00,62.463375
2013-10-02 06:22:36+02:00,62.908127
2013-10-02 06:23:49+02:00,62.934574
2013-10-02 06:25:01+02:00,62.491505
2013-10-02 06:26:14+02:00,62.641464
2013-10-02 06:27:27+02:00,62.876965
2013-10-02 06:28:39+02:00,62.582123
2013-10-02 06:29:52+02:00,62.466492
2013-10-02 06:31:04+02:00,62.641464
2013-10-02 06:32:17+02:00,62.847355
2013-10-02 06:33:29+02:00,62.583687
2013-10-02 06:34:42+02:00,62.403946
2013-10-02 06:35:55+02:00,62.752224
2013-10-02 06:37:08+02:00,62.724155
2013-10-02 06:38:20+02:00,62.407063
2013-10-02 06:39:33+02:00,62.550892
2013-10-02 06:40:45+02:00,62.580563
2013-10-02 06:41:58+02:00,62.494625
2013-10-02 06:43:10+02:00,62.220833
2013-10-02 06:44:23+02:00,62.577438
2013-10-02 06:45:35+02:00,62.544643
2013-10-02 06:46:48+02:00,62.255257
2013-10-02 06:48:01+02:00,62.399277
2013-10-02 06:49:13+02:00,62.699207
2013-10-02 06:50:26+02:00,62.34449
2013-10-02 06:51:38+02:00,62.164413
2013-10-02 06:52:51+02:00,62.428982
2013-10-02 06:54:03+02:00,62.522762
2013-10-02 06:55:16+02:00,62.076595
2013-10-02 06:56:29+02:00,62.162861
2013-10-02 06:57:41+02:00,62.549328
2013-10-02 06:58:54+02:00,62.610237
2013-10-02 07:00:06+02:00,62.317863
2013-10-02 07:01:19+02:00,61.841064
2013-10-02 07:02:31+02:00,61.86937
2013-10-02 07:03:44+02:00,62.220833
2013-10-02 07:04:57+02:00,62.575874
2013-10-02 07:06:10+02:00,62.433659
2013-10-02 07:07:22+02:00,62.195732
2013-10-02 07:08:35+02:00,62.372673
2013-10-02 07:09:47+02:00,62.555576
2013-10-02 07:11:00+02:00,62.165962
2013-10-02 07:12:13+02:00,62.14238
2013-10-02 07:13:25+02:00,62.524326
2013-10-02 07:14:38+02:00,62.493065
2013-10-02 07:15:50+02:00,62.018536
2013-10-02 07:17:03+02:00,62.046795
2013-10-02 07:18:16+02:00,62.494625
2013-10-02 07:19:28+02:00,62.613365
2013-10-02 07:20:41+02:00,62.261471
2013-10-02 07:21:53+02:00,62.13773
2013-10-02 07:23:06+02:00,62.613365
2013-10-02 07:24:18+02:00,62.644592
2013-10-02 07:25:31+02:00,62.292778
2013-10-02 07:26:43+02:00,62.316311
2013-10-02 07:27:56+02:00,62.557137
2013-10-02 07:29:08+02:00,62.554012
2013-10-02 07:30:21+02:00,62.385124
2013-10-02 07:31:34+02:00,62.439892
2013-10-02 07:32:46+02:00,62.532127
2013-10-02 07:33:59+02:00,62.588375
2013-10-02 07:35:11+02:00,62.469612
2013-10-02 07:36:24+02:00,62.646156
2013-10-02 07:37:37+02:00,62.622746
2013-10-02 07:38:49+02:00,62.295887
2013-10-02 07:40:02+02:00,62.355385
2013-10-02 07:41:15+02:00,62.585251
2013-10-02 07:42:27+02:00,62.675823
2013-10-02 07:43:40+02:00,62.380455
2013-10-02 07:44:52+02:00,62.317863
2013-10-02 07:46:05+02:00,62.469612
2013-10-02 07:47:17+02:00,62.374229
2013-10-02 07:48:30+02:00,62.342934
2013-10-02 07:49:42+02:00,62.078144
2013-10-02 07:50:55+02:00,62.043701
2013-10-02 07:52:08+02:00,62.366444
2013-10-02 07:53:20+02:00,62.552452
2013-10-02 07:54:33+02:00,62.253704
2013-10-02 07:55:45+02:00,62.220833
2013-10-02 07:56:58+02:00,62.252151
2013-10-02 07:58:11+02:00,62.274124
2013-10-02 07:59:23+02:00,62.371117
2013-10-02 08:00:36+02:00,61.866798
2013-10-02 08:01:48+02:00,62.133076
2013-10-02 08:03:01+02:00,62.394604
2013-10-02 08:04:13+02:00,62.424309
2013-10-02 08:05:26+02:00,62.094002
2013-10-02 08:06:38+02:00,61.655643
2013-10-02 08:07:51+02:00,61.739143
2013-10-02 08:09:04+02:00,62.153553
2013-10-02 08:10:16+02:00,62.303867
2013-10-02 08:11:29+02:00,62.128426
2013-10-02 08:12:41+02:00,62.065754
2013-10-02 08:13:54+02:00,62.211517
2013-10-02 08:15:06+02:00,61.949619
2013-10-02 08:16:19+02:00,61.795792
2013-10-02 08:17:31+02:00,62.123775
2013-10-02 08:18:44+02:00,62.211517
2013-10-02 08:19:57+02:00,61.852398
2013-10-02 08:21:09+02:00,61.940346
2013-10-02 08:22:22+02:00,62.003063
2013-10-02 08:23:35+02:00,62.175556
2013-10-02 08:24:47+02:00,61.970161
2013-10-02 08:26:00+02:00,61.968616
2013-10-02 08:27:12+02:00,61.87915
2013-10-02 08:28:25+02:00,62.026672
2013-10-02 08:29:38+02:00,61.791168
2013-10-02 08:30:50+02:00,61.55056
2013-10-02 08:32:03+02:00,61.908974
2013-10-02 08:33:15+02:00,62.257027
2013-10-02 08:34:28+02:00,62.200649
2013-10-02 08:35:40+02:00,61.847767
2013-10-02 08:36:53+02:00,61.49073
2013-10-02 08:38:05+02:00,61.634117
2013-10-02 08:39:18+02:00,62.139595
2013-10-02 08:40:31+02:00,62.13649
2013-10-02 08:41:43+02:00,61.846222
2013-10-02 08:42:56+02:00,61.334885
2013-10-02 08:44:08+02:00,61.545956
2013-10-02 08:45:21+02:00,62.017384
2013-10-02 08:46:33+02:00,62.014286
2013-10-02 08:47:46+02:00,61.781918
2013-10-02 08:48:58+02:00,61.866798
2013-10-02 08:50:11+02:00,61.843136
2013-10-02 08:51:23+02:00,62.045616
2013-10-02 08:52:36+02:00,61.932617
2013-10-02 08:53:49+02:00,61.601151
2013-10-02 08:55:01+02:00,61.810219
2013-10-02 08:56:14+02:00,61.993782
2013-10-02 08:57:26+02:00,61.604225
2013-10-02 08:58:39+02:00,61.627964
2013-10-02 08:59:51+02:00,61.987591
2013-10-02 09:01:04+02:00,61.748974
2013-10-02 09:02:16+02:00,61.599613
2013-10-02 09:03:29+02:00,61.627964
2013-10-02 09:04:42+02:00,61.717583
2013-10-02 09:05:54+02:00,61.719124
2013-10-02 09:07:07+02:00,61.596539
2013-10-02 09:08:19+02:00,61.627964
2013-10-02 09:09:32+02:00,61.53828
2013-10-02 09:10:45+02:00,61.745895
2013-10-02 09:11:57+02:00,61.898159
2013-10-02 09:13:10+02:00,61.508369
2013-10-02 09:14:22+02:00,61.596539
2013-10-02 09:15:35+02:00,61.833878
2013-10-02 09:16:48+02:00,61.566647
2013-10-02 09:18:00+02:00,61.598076
2013-10-02 09:19:13+02:00,61.890434
2013-10-02 09:20:25+02:00,61.923344
2013-10-02 09:21:38+02:00,61.717583
2013-10-02 09:22:50+02:00,61.745895
2013-10-02 09:24:03+02:00,61.634117
2013-10-02 09:25:15+02:00,61.390194
2013-10-02 09:26:28+02:00,61.77729
2013-10-02 09:27:41+02:00,62.044071
2013-10-02 09:28:53+02:00,61.959335
2013-10-02 09:30:06+02:00,61.835423
2013-10-02 09:31:18+02:00,61.660923
2013-10-02 09:32:31+02:00,61.868343
2013-10-02 09:33:43+02:00,62.166245
2013-10-02 09:34:56+02:00,61.902794
2013-10-02 09:36:08+02:00,61.810219
2013-10-02 09:37:21+02:00,62.138042
2013-10-02 09:38:34+02:00,62.219524
2013-10-02 09:39:46+02:00,61.956245
2013-10-02 09:40:59+02:00,61.927979
2013-10-02 09:42:12+02:00,62.134941
2013-10-02 09:43:24+02:00,61.927979
2013-10-02 09:44:37+02:00,61.838509
2013-10-02 09:45:50+02:00,62.075405
2013-10-02 09:47:03+02:00,62.343094
2013-10-02 09:48:15+02:00,62.048717
2013-10-02 09:49:28+02:00,61.95779
2013-10-02 09:50:40+02:00,62.253918
2013-10-02 09:51:53+02:00,62.109821
2013-10-02 09:53:05+02:00,61.810219
2013-10-02 09:54:18+02:00,62.076958
2013-10-02 09:55:30+02:00,62.253918
2013-10-02 09:56:43+02:00,62.11137
2013-10-02 09:57:56+02:00,61.902794
2013-10-02 09:59:09+02:00,62.131836
2013-10-02 10:00:21+02:00,62.158485
2013-10-02 10:01:34+02:00,61.750515
2013-10-02 10:02:46+02:00,61.927979
2013-10-02 10:03:59+02:00,62.286758
2013-10-02 10:05:11+02:00,62.020481
2013-10-02 10:06:24+02:00,61.902794
2013-10-02 10:07:36+02:00,62.227291
2013-10-02 10:08:49+02:00,62.194435
2013-10-02 10:10:01+02:00,61.872974
2013-10-02 10:11:14+02:00,61.896614
2013-10-02 10:12:27+02:00,62.012741
2013-10-02 10:13:39+02:00,61.722202
2013-10-02 10:14:52+02:00,61.657845
2013-10-02 10:16:05+02:00,61.982948
2013-10-02 10:17:17+02:00,62.161587
2013-10-02 10:18:30+02:00,61.866798
2013-10-02 10:19:43+02:00,61.390194
2013-10-02 10:20:55+02:00,61.450066
2013-10-02 10:22:08+02:00,61.924889
2013-10-02 10:23:20+02:00,62.255474
2013-10-02 10:24:33+02:00,62.047165
2013-10-02 10:25:45+02:00,61.544422
2013-10-02 10:26:58+02:00,61.450066
2013-10-02 10:28:11+02:00,61.805592
2013-10-02 10:29:23+02:00,62.249256
2013-10-02 10:30:36+02:00,62.164692
2013-10-02 10:31:48+02:00,61.686176
2013-10-02 10:33:01+02:00,61.514507
2013-10-02 10:34:13+02:00,61.748974
2013-10-02 10:35:26+02:00,62.189777
2013-10-02 10:36:38+02:00,62.216419
2013-10-02 10:37:51+02:00,61.898159
2013-10-02 10:39:04+02:00,61.981403
2013-10-02 10:40:16+02:00,61.898159
2013-10-02 10:41:29+02:00,61.568184
2013-10-02 10:42:41+02:00,61.899704
2013-10-02 10:43:54+02:00,62.253918
2013-10-02 10:45:07+02:00,62.105171
2013-10-02 10:46:19+02:00,61.891979
2013-10-02 10:47:32+02:00,61.687714
2013-10-02 10:48:44+02:00,61.741272
2013-10-02 10:49:57+02:00,62.282093
2013-10-02 10:51:09+02:00,62.134941
2013-10-02 10:52:22+02:00,61.810219
2013-10-02 10:53:34+02:00,61.53521
2013-10-02 10:54:47+02:00,61.799419
2013-10-02 10:56:00+02:00,62.338421
2013-10-02 10:57:12+02:00,62.130287
2013-10-02 10:58:25+02:00,61.744354
2013-10-02 10:59:37+02:00,61.532139
2013-10-02 11:00:50+02:00,61.92025
2013-10-02 11:02:02+02:00,62.28054
2013-10-02 11:03:15+02:00,62.039421
2013-10-02 11:04:27+02:00,61.621815
2013-10-02 11:05:40+02:00,61.742813
2013-10-02 11:06:52+02:00,62.091217
2013-10-02 11:08:05+02:00,62.302479
2013-10-02 11:09:18+02:00,61.953152
2013-10-02 11:10:30+02:00,61.562038
2013-10-02 11:11:43+02:00,61.794792
2013-10-02 11:12:55+02:00,61.882713
2013-10-02 11:14:08+02:00,61.59193
2013-10-02 11:15:21+02:00,61.855991
2013-10-02 11:16:33+02:00,61.824619
2013-10-02 11:17:46+02:00,61.529068
2013-10-02 11:18:58+02:00,61.614128
2013-10-02 11:20:11+02:00,61.887344
2013-10-02 11:21:23+02:00,61.651691
2013-10-02 11:22:36+02:00,61.204315
2013-10-02 11:23:49+02:00,61.289642
2013-10-02 11:25:01+02:00,61.739731
2013-10-02 11:26:14+02:00,61.976761
